timestamp,user_id,anomaly_type,y_true,rf_score,rf_pred,iforest_score,iforest_pred
2025-01-26 11:36:03,user_037,normal,0,0.001722766223095948,0,0.5279078621536824,0
2025-02-10 00:04:44,user_027,unusual_night_activity,1,0.9728663995368325,1,0.5936089607382004,1
2025-01-20 13:44:56,user_019,normal,0,0.029683466865402002,0,0.492112970166917,0
2025-02-10 15:40:11,user_054,normal,0,0.00032582218618498624,0,0.4602511957419527,0
2025-01-10 13:05:33,user_047,normal,0,0.00047747465157178934,0,0.4514294530554718,0
2025-01-17 16:56:27,user_026,normal,0,0.0037566229788809614,0,0.4798270942552166,0
2025-02-28 05:56:01,user_004,unusual_night_activity,1,0.9354682278906032,1,0.6021047554259225,1
2025-01-13 18:15:53,user_018,normal,0,0.0008280086176515689,0,0.4815687151171352,0
2025-02-12 16:54:27,user_035,normal,0,0.007542249244726747,0,0.5135978508356202,0
2025-01-28 09:29:15,user_055,normal,0,0.0008691181960314699,0,0.47750840517556936,0
2025-01-09 13:47:03,user_006,normal,0,0.0008360689091432824,0,0.46738668717555043,0
2025-02-18 12:19:18,user_011,normal,0,0.033046490743862664,0,0.5104032032799262,0
2025-01-18 14:56:08,user_090,normal,0,0.0028877310455419445,0,0.4937777370450075,0
2025-01-12 15:32:04,user_024,normal,0,0.01585386014435657,0,0.5674931733114691,1
2025-02-06 16:08:25,user_023,normal,0,0.0007597102858980722,0,0.47400077518967787,0
2025-01-29 11:06:55,user_069,normal,0,0.0007719918066577936,0,0.4383053703303406,0
2025-01-29 15:10:10,user_088,normal,0,0.0009407318832973205,0,0.4767790004856379,0
2025-02-17 16:20:13,user_070,normal,0,0.016107599421082884,0,0.5658134677166867,1
2025-02-04 13:06:03,user_045,normal,0,0.01575513664593034,0,0.5082395430524026,0
2025-02-26 15:48:29,user_046,unusual_ip_change,1,0.9458545011101507,1,0.5162032856125854,0
2025-02-03 11:04:11,user_058,normal,0,0.026791171218701094,0,0.5023520098548782,0
2025-02-27 17:58:53,user_004,normal,0,0.005329202528509947,0,0.4889439670586357,0
2025-01-14 17:53:11,user_064,normal,0,0.00104152795324103,0,0.49021073439001167,0
2025-02-14 16:06:10,user_059,normal,0,0.0005600549665876112,0,0.44278908283103563,0
2025-02-24 08:42:56,user_048,normal,0,0.003501683983628752,0,0.5022946273707045,0
2025-01-17 14:13:22,user_045,normal,0,0.035912589963922624,0,0.518323850649788,0
2025-01-15 16:24:36,user_055,data_exfiltration,1,0.9949410303336014,1,0.5733477405086618,1
2025-01-17 12:10:11,user_051,normal,0,0.029429819255961602,0,0.49339343249859746,0
2025-01-18 17:58:11,user_093,normal,0,0.001684960980731065,0,0.52567357604026,0
2025-02-03 08:35:41,user_037,normal,0,0.03300010704305828,0,0.5141726656371204,0
2025-03-01 14:00:49,user_067,normal,0,0.0004960284424083567,0,0.4851579828467841,0
2025-01-08 14:27:40,user_093,normal,0,0.0004982117397752656,0,0.4417629833010563,0
2025-01-10 14:02:31,user_038,normal,0,0.0005604235033606872,0,0.426704513977663,0
2025-02-22 14:10:07,user_095,normal,0,0.019764524576155195,0,0.5755690248287924,1
2025-01-13 11:58:10,user_084,normal,0,0.016004461930111766,0,0.480004780433363,0
2025-02-20 15:51:46,user_085,normal,0,0.0005854708227515086,0,0.46620750970316754,0
2025-01-12 11:37:29,user_037,normal,0,0.0006375848857715128,0,0.48912676752542433,0
2025-02-15 18:59:38,user_082,normal,0,0.033480115098550096,0,0.5339951918065395,0
2025-01-24 12:43:05,user_030,normal,0,0.0011430998843626238,0,0.48559319087332925,0
2025-01-22 15:47:03,user_033,normal,0,0.02358009901373201,0,0.5258999681016241,0
2025-02-10 16:07:43,user_012,normal,0,0.0005604235033606872,0,0.4473700876655914,0
2025-02-11 18:16:20,user_088,normal,0,0.0007678187575804732,0,0.53214358372014,0
2025-02-23 17:47:44,user_014,normal,0,0.04131270685416574,0,0.5584196381170946,0
2025-01-09 14:31:17,user_090,normal,0,0.10220156325852495,0,0.5385202212470847,0
2025-01-26 08:30:35,user_041,normal,0,0.00022443001820537782,0,0.5209708414412869,0
2025-03-01 11:40:49,user_098,normal,0,0.024714355272272878,0,0.549340435797178,0
2025-02-01 15:27:49,user_061,normal,0,0.00019802748016717962,0,0.5032179903781601,0
2025-02-21 14:30:26,user_082,normal,0,0.004432010476930761,0,0.46266750261068257,0
2025-02-06 15:57:24,user_097,normal,0,0.0006784875826776098,0,0.5379483774202579,0
2025-01-23 08:26:06,user_060,normal,0,0.0019055190770911684,0,0.5062600942403819,0
2025-02-13 13:27:33,user_060,normal,0,0.0009078416551834324,0,0.4827732552156392,0
2025-01-14 12:28:09,user_082,normal,0,0.0008824172384295452,0,0.46365450824077215,0
2025-02-07 10:32:01,user_100,normal,0,0.00020873011716889675,0,0.5445037168865449,0
2025-01-06 10:12:34,user_018,normal,0,0.03262413819952394,0,0.5321364248794253,0
2025-02-05 15:32:37,user_017,normal,0,0.0003651283767739265,0,0.4499742828301478,0
2025-02-24 11:45:09,user_019,normal,0,0.0003873569240920152,0,0.4847055316839735,0
2025-01-01 10:24:11,user_082,normal,0,0.0014259374976827457,0,0.4750824053296725,0
2025-03-01 13:54:18,user_057,normal,0,0.011457980841227651,0,0.5314897382332042,0
2025-01-19 18:52:26,user_091,normal,0,0.0009382891084740931,0,0.500261722506331,0
2025-01-13 08:46:59,user_001,normal,0,0.000514279004928694,0,0.510082707798926,0
2025-01-27 08:17:28,user_055,normal,0,0.0003738126529057193,0,0.4687422907853054,0
2025-01-31 17:36:41,user_048,normal,0,0.004549984350922806,0,0.4550775348613868,0
2025-01-25 10:41:40,user_057,normal,0,0.005764639420840376,0,0.5324297215164256,0
2025-01-28 11:18:08,user_020,normal,0,0.000595703519081692,0,0.4345196677393135,0
2025-02-07 08:39:43,user_042,normal,0,0.0010564960389036603,0,0.47801466494219647,0
2025-02-10 09:49:09,user_093,normal,0,0.001125798801443714,0,0.5019650992703293,0
2025-01-30 14:13:22,user_068,normal,0,0.00492875291460659,0,0.46351852814346894,0
2025-01-09 17:04:49,user_024,normal,0,0.00039195597189150243,0,0.45164272035902875,0
2025-01-21 08:27:30,user_080,normal,0,0.0012961283200918214,0,0.4913154864607384,0
2025-01-23 08:29:23,user_040,normal,0,0.0237762143514689,0,0.5706114550610266,1
2025-01-03 09:06:19,user_085,normal,0,0.0008157853749304882,0,0.5301452912445421,0
2025-01-18 13:13:39,user_046,normal,0,0.0008342765511005258,0,0.5384587314812183,0
2025-01-26 14:51:44,user_069,normal,0,0.0010283798337674516,0,0.4929195360671899,0
2025-02-25 09:44:22,user_060,normal,0,0.01039092209849554,0,0.5802107573610502,1
2025-01-27 10:55:44,user_088,normal,0,0.007273461531438227,0,0.5102123988421212,0
2025-02-28 16:51:12,user_091,normal,0,0.033059443464831556,0,0.5047957771178996,0
2025-01-26 16:24:50,user_023,normal,0,0.025919401423378258,0,0.5259460908213385,0
2025-02-25 14:28:19,user_059,normal,0,0.0007448926625037191,0,0.4747717128575987,0
2025-02-20 10:46:33,user_005,normal,0,0.00019630959377439132,0,0.5161784125177453,0
2025-01-12 16:15:16,user_073,normal,0,0.0005917399459880285,0,0.49754130083748344,0
2025-02-13 14:43:11,user_020,normal,0,0.00037413246002802577,0,0.4557275100895662,0
2025-01-07 14:25:35,user_077,normal,0,0.0005881938702557963,0,0.44693499355552646,0
2025-01-14 12:02:59,user_058,normal,0,0.0005129568205032347,0,0.43426664067918885,0
2025-01-07 16:35:22,user_055,normal,0,0.03756241635520263,0,0.545968538011074,0
2025-02-27 08:23:32,user_040,normal,0,0.00069845750400203,0,0.4899142800369763,0
2025-01-10 16:47:03,user_054,normal,0,0.0335068113325068,0,0.4798437265042241,0
2025-02-18 09:48:49,user_082,normal,0,0.001017826879767072,0,0.47861637997576884,0
2025-01-23 13:10:38,user_005,normal,0,0.004093349817512018,0,0.5040754571740685,0
2025-01-25 13:59:52,user_096,normal,0,0.0015179597088866548,0,0.5630716136752051,1
2025-01-05 11:44:57,user_010,normal,0,0.000608780637794423,0,0.5641474802331827,1
2025-03-01 17:25:24,user_003,normal,0,0.00024376079576000006,0,0.5239026816445977,0
2025-02-25 10:44:01,user_071,normal,0,0.0006917382150100007,0,0.448881833038463,0
2025-02-05 14:58:23,user_007,normal,0,0.0030502212193699303,0,0.48108791489332015,0
2025-01-14 11:11:46,user_068,normal,0,0.0014363255325273408,0,0.4637127078891256,0
2025-02-21 16:30:40,user_082,normal,0,0.03990882522758204,0,0.488143660534942,0
2025-03-01 10:37:17,user_091,normal,0,0.028605915903540745,0,0.5444440698380347,0
2025-02-20 08:57:13,user_030,normal,0,0.001248517242798594,0,0.4536950700685869,0
2025-01-28 08:58:05,user_097,normal,0,0.0009188070044782692,0,0.503933601427838,0
2025-01-07 12:00:23,user_031,normal,0,0.0016170691112804,0,0.5118441675137507,0
2025-01-23 13:57:21,user_088,normal,0,0.00021226804356820042,0,0.5181526776361871,0
2025-02-23 11:52:57,user_090,normal,0,0.009544783236662878,0,0.5953898712452823,1
2025-01-14 08:42:15,user_005,normal,0,0.0009604757702648833,0,0.5111179780360319,0
2025-01-15 08:57:29,user_040,normal,0,0.001622575338865639,0,0.500095825620288,0
2025-01-03 15:14:19,user_020,normal,0,0.0008111739971074734,0,0.5171614048360058,0
2025-01-18 12:16:09,user_064,normal,0,0.0004189964773866968,0,0.476387450393098,0
2025-02-22 10:25:44,user_077,normal,0,0.00020719603530928145,0,0.5494842950680503,0
2025-02-27 08:29:44,user_028,normal,0,0.001221689647681018,0,0.46325142773489986,0
2025-02-07 14:42:24,user_008,normal,0,0.0019259090805802232,0,0.48508930485661944,0
2025-02-03 13:15:29,user_099,normal,0,0.0002254932307757521,0,0.559185751275012,0
2025-01-16 01:48:23,user_072,unusual_night_activity,1,0.9990762767126493,1,0.5997007232950798,1
2025-01-30 18:32:10,user_026,normal,0,0.0009657161040582281,0,0.48851051964816045,0
2025-02-22 13:30:25,user_020,normal,0,0.00045805776086218353,0,0.5244337087050585,0
2025-02-04 17:00:38,user_082,normal,0,0.0009188070044782692,0,0.46053954816006926,0
2025-02-19 08:32:20,user_092,brute_force_login,1,0.9946098245069696,1,0.5803305215544152,1
2025-02-23 14:40:43,user_059,normal,0,0.003112361184463421,0,0.5470915178727273,0
2025-02-14 17:23:21,user_072,normal,0,0.034078743746820316,0,0.5140954517441823,0
2025-02-21 10:39:23,user_096,normal,0,0.00041166339749004814,0,0.4984084615500966,0
2025-01-13 11:52:07,user_070,normal,0,0.01078583037590763,0,0.4774785600087384,0
2025-02-25 09:56:01,user_009,normal,0,0.00037506597696011085,0,0.4721427448426869,0
2025-02-25 15:06:36,user_031,normal,0,0.30594759946023303,0,0.5569048203158693,0
2025-01-25 14:51:41,user_052,normal,0,0.0009861950825702302,0,0.47285505325405663,0
2025-03-01 17:32:25,user_011,normal,0,0.0006467999233262914,0,0.5525400596745097,0
2025-02-22 10:22:06,user_073,normal,0,0.017166540611147686,0,0.5797284988370975,1
2025-02-16 09:59:49,user_089,normal,0,0.0015976748502743317,0,0.5699418044225574,1
2025-02-16 10:52:57,user_073,normal,0,0.001445338526172801,0,0.4972838988924255,0
2025-02-15 10:22:06,user_026,normal,0,0.0022918108282000797,0,0.5330689450225066,0
2025-01-12 11:23:21,user_018,normal,0,0.026563522222395792,0,0.5714432519723556,1
2025-02-19 14:03:13,user_095,normal,0,0.031689835364556086,0,0.553272871458542,0
2025-02-01 18:39:41,user_019,normal,0,7.941203484022149e-05,0,0.5579663497169065,0
2025-01-31 08:40:04,user_017,normal,0,0.00039195597189150243,0,0.4807584147716987,0
2025-01-09 14:34:31,user_056,normal,0,0.0006076196499086635,0,0.421594129378863,0
2025-01-01 16:04:53,user_048,normal,0,0.00043535047473271834,0,0.4703736234884751,0
2025-01-30 10:55:22,user_051,normal,0,0.03242976290319687,0,0.5304226319861981,0
2025-01-29 17:16:12,user_028,unusual_ip_change,1,0.8624672322770944,1,0.5613107822530771,1
2025-02-05 11:31:41,user_017,normal,0,0.026703713491725897,0,0.52772933211532,0
2025-02-26 17:49:24,user_043,normal,0,0.0004832731132371232,0,0.4468136151763206,0
2025-02-27 15:40:34,user_066,normal,0,0.03273002491539268,0,0.5070774763109548,0
2025-02-03 14:12:53,user_070,normal,0,0.0004884652611352579,0,0.49665122983931365,0
2025-01-04 08:06:26,user_001,normal,0,0.0004795099179523185,0,0.5489360770557898,0
2025-02-21 18:24:57,user_092,normal,0,0.006208803026932212,0,0.5475655913773274,0
2025-01-06 13:39:00,user_038,normal,0,0.20771423782578124,0,0.5311490177767345,0
2025-02-10 15:37:40,user_021,unusual_ip_change,1,0.975669512638004,1,0.5285672790787195,0
2025-02-10 08:46:31,user_096,normal,0,0.00040293259813444437,0,0.46551648918793165,0
2025-02-24 18:24:48,user_038,normal,0,0.0032582267941178317,0,0.5162835561989528,0
2025-02-25 16:55:07,user_085,normal,0,0.0010950772358942575,0,0.4585360022554123,0
2025-02-02 12:05:17,user_081,brute_force_login,1,0.9993600654767265,1,0.6223511039804528,1
2025-02-11 17:35:09,user_098,normal,0,0.0016472784378289795,0,0.4986692372222795,0
2025-01-04 17:48:27,user_038,normal,0,0.0005717242336406952,0,0.5383877997357469,0
2025-02-15 13:02:05,user_026,data_exfiltration,1,0.999962240908492,1,0.5954054679964998,1
2025-02-23 13:27:40,user_051,normal,0,0.0017877930610930449,0,0.5058187560731008,0
2025-01-20 12:48:10,user_092,normal,0,0.0012735325244487075,0,0.45273140187997535,0
2025-01-27 12:15:26,user_075,brute_force_login,1,0.9497321169844112,1,0.553453208386572,0
2025-01-31 09:26:08,user_078,normal,0,0.003991969994817091,0,0.4988763357770941,0
2025-01-29 17:55:06,user_083,normal,0,0.000820635211687095,0,0.497225526295824,0
2025-02-14 08:22:54,user_059,normal,0,0.01765692892559439,0,0.5393469740506301,0
2025-02-11 18:52:17,user_004,normal,0,0.01804214028913582,0,0.5430065571840924,0
2025-01-27 09:55:50,user_072,normal,0,0.0007594995437037399,0,0.4513344964093705,0
2025-02-21 17:16:57,user_068,normal,0,0.0008238493883507465,0,0.4673686840882557,0
2025-02-08 18:23:52,user_032,normal,0,0.0004657647315192765,0,0.5336862056620172,0
2025-01-04 13:10:21,user_011,normal,0,0.0005248743690042889,0,0.5366128798903923,0
2025-02-04 12:58:52,user_039,normal,0,0.002368258915695649,0,0.44357761352706965,0
2025-02-02 15:50:41,user_002,normal,0,0.05201815554458497,0,0.5739889818817964,1
2025-01-07 15:26:13,user_037,normal,0,0.0003000161899903615,0,0.45771456498132373,0
2025-01-23 18:14:07,user_097,normal,0,0.0005367364261180171,0,0.4920954862709784,0
2025-02-13 15:34:57,user_001,normal,0,0.00019630959377439132,0,0.5144318084143973,0
2025-02-18 18:50:48,user_022,data_exfiltration,1,0.9998865568639808,1,0.5987303076336747,1
2025-02-09 11:07:42,user_042,normal,0,0.0011119348006106947,0,0.512060819820709,0
2025-01-07 11:23:15,user_001,normal,0,0.00629847838316722,0,0.5334517103073122,0
2025-02-18 18:19:09,user_017,normal,0,0.00047433413369688356,0,0.4682607655877145,0
2025-01-02 12:18:33,user_034,normal,0,0.00017722384652082147,0,0.5062127179551221,0
2025-01-26 11:29:41,user_082,normal,0,0.0011869817915907224,0,0.496597188830989,0
2025-02-28 10:53:16,user_081,normal,0,0.0006091578999941787,0,0.4514947080523804,0
2025-01-11 13:56:36,user_029,normal,0,0.00028881718499462446,0,0.5035006316864831,0
2025-01-10 09:24:46,user_067,normal,0,0.010083510958940294,0,0.5412484482610305,0
2025-02-28 10:22:16,user_055,normal,0,0.0011340808662935282,0,0.4455151741686973,0
2025-02-13 09:45:05,user_079,normal,0,0.03427810848174536,0,0.5188371027470454,0
2025-02-03 18:15:04,user_017,normal,0,0.0011276754447579,0,0.5294223418212487,0
2025-02-25 13:58:27,user_042,normal,0,0.00036826889464883217,0,0.43264799977695567,0
2025-01-19 13:58:49,user_050,normal,0,0.00016175337120795418,0,0.5425519181880339,0
2025-01-15 12:06:05,user_083,normal,0,0.035512202800477524,0,0.5148513692871294,0
2025-01-22 18:33:15,user_026,brute_force_login,1,0.994456880079202,1,0.5723486792940053,1
2025-01-22 18:02:32,user_076,normal,0,0.0174601901914797,0,0.5352326584630509,0
2025-01-30 12:16:04,user_007,normal,0,0.0008849915386601138,0,0.5113206175725777,0
2025-02-11 08:33:53,user_061,normal,0,0.0009163592156808805,0,0.4900410979249763,0
2025-01-25 12:11:42,user_092,normal,0,0.0019757888084374247,0,0.5144566969158664,0
2025-02-14 17:55:42,user_049,normal,0,0.000337829238060177,0,0.4790222287174163,0
2025-02-01 16:21:44,user_007,data_exfiltration,1,0.9999030821710814,1,0.6097162046388376,1
2025-01-26 18:47:05,user_078,normal,0,0.0012890807514029966,0,0.5122325055048993,0
2025-02-23 08:21:02,user_001,normal,0,0.0009366349809267338,0,0.5791306301379454,1
2025-01-04 16:52:47,user_067,normal,0,0.001463680272654497,0,0.5064504492253112,0
2025-01-25 14:04:52,user_016,normal,0,0.0028249584175673807,0,0.5556565794309357,0
2025-02-19 17:37:46,user_071,normal,0,0.0018922801893005842,0,0.506474624605171,0
2025-02-03 08:41:39,user_024,normal,0,0.00027433867194648164,0,0.49413236795089643,0
2025-02-11 09:42:30,user_093,normal,0,0.0017376523343758108,0,0.5309581012781338,0
2025-02-25 14:34:59,user_050,normal,0,0.0022384820786277007,0,0.4404755596872008,0
2025-01-12 14:28:03,user_073,normal,0,0.0019661071415948556,0,0.4720202651039363,0
2025-02-12 16:20:22,user_020,normal,0,0.0006707158990794932,0,0.4974945593249348,0
2025-02-16 16:25:51,user_007,normal,0,0.0008878847599221365,0,0.5596714994336497,0
2025-02-18 11:00:36,user_002,normal,0,0.0004155029266069671,0,0.46066624515402727,0
2025-01-05 15:17:44,user_046,normal,0,0.0026553503691458045,0,0.549124102424233,0
2025-01-04 18:19:01,user_072,normal,0,0.03707114411885693,0,0.5324546140168226,0
2025-02-06 12:45:14,user_075,normal,0,0.0013727008935034218,0,0.45311293302546274,0
2025-01-18 10:04:20,user_047,normal,0,0.0005169679439661575,0,0.49154900658396183,0
2025-02-03 15:54:10,user_039,normal,0,0.0056965032757871495,0,0.46967053716711044,0
2025-02-03 18:08:28,user_049,normal,0,0.03434931637326508,0,0.5350217492637435,0
2025-01-22 08:26:12,user_003,normal,0,0.028576420813809685,0,0.5856272505564022,1
2025-02-21 15:01:22,user_043,normal,0,0.0031578529139054006,0,0.445510307642503,0
2025-01-19 18:37:06,user_044,normal,0,0.000854815686793558,0,0.5083822702391554,0
2025-02-06 13:48:09,user_047,normal,0,0.0029655068545101065,0,0.5015665178558254,0
2025-02-13 11:34:45,user_043,normal,0,0.005768783511997974,0,0.45326589522968774,0
2025-02-10 09:10:12,user_077,normal,0,0.0023957799718196406,0,0.49922710571848283,0
2025-02-12 18:07:53,user_062,normal,0,0.0005013638820249002,0,0.4414083348682711,0
2025-02-17 17:12:58,user_058,normal,0,0.0003496714699926141,0,0.4989383320575094,0
2025-02-16 11:04:07,user_099,normal,0,0.0011875919833890958,0,0.5350169413937705,0
2025-02-11 11:56:10,user_078,normal,0,0.00027433867194648164,0,0.47325186659395024,0
2025-01-14 14:45:56,user_083,normal,0,0.02548617990066997,0,0.5180193032331253,0
2025-01-26 13:15:17,user_100,normal,0,0.036121107736396735,0,0.5528691666612435,0
2025-01-19 11:59:36,user_029,normal,0,0.0005644528266840643,0,0.5079071005442369,0
2025-01-23 15:50:33,user_066,normal,0,0.0706778345482249,0,0.5081230801787768,0
2025-01-05 12:06:37,user_002,normal,0,0.00034311242969955335,0,0.519986438747792,0
2025-01-15 15:27:12,user_012,normal,0,0.0006565330171901196,0,0.5021182779792901,0
2025-01-19 12:35:57,user_031,normal,0,0.001040497289141049,0,0.503733362082243,0
2025-01-21 10:48:31,user_062,normal,0,0.00029484835858402224,0,0.5009977262653464,0
2025-02-06 13:45:39,user_091,normal,0,0.000702365129813025,0,0.4872100197646273,0
2025-01-06 08:57:08,user_097,normal,0,0.023625443988784512,0,0.6219616340595008,1
2025-02-21 12:38:47,user_066,normal,0,0.021018609385289776,0,0.5081294081058098,0
2025-01-13 18:38:40,user_060,normal,0,0.1968278759413087,0,0.5690767598123297,1
2025-02-20 13:17:35,user_094,normal,0,0.0009499757551616381,0,0.4612299858321775,0
2025-01-08 17:46:57,user_077,normal,0,0.0004667034457327916,0,0.46604175065141346,0
2025-02-01 09:28:13,user_095,brute_force_login,1,0.9590956912292696,1,0.6210793431886786,1
2025-02-03 11:22:09,user_021,normal,0,0.0013113487653371406,0,0.4830077448116877,0
2025-01-15 11:34:49,user_023,normal,0,0.011579544546706058,0,0.483952935759059,0
2025-02-04 10:41:06,user_085,normal,0,0.0008824172384295452,0,0.47035762490088606,0
2025-01-27 14:54:09,user_015,normal,0,0.0005435335084292956,0,0.46266662283542886,0
2025-01-03 18:33:32,user_031,normal,0,0.017866172244384523,0,0.5218932367128427,0
2025-02-18 12:11:04,user_020,unusual_ip_change,1,0.9808442466363492,1,0.5287191784573158,0
2025-02-19 17:43:12,user_060,normal,0,0.0012320291553736163,0,0.43818032636655013,0
2025-02-27 17:14:03,user_052,normal,0,0.0003380785315142796,0,0.48680021668967804,0
2025-02-02 15:15:42,user_050,normal,0,0.0002970473554559823,0,0.5010972341084758,0
2025-02-20 09:08:43,user_014,normal,0,0.0006225311141992679,0,0.44331617353741365,0
2025-01-29 10:10:47,user_024,normal,0,0.00021226804356820042,0,0.5020874530333397,0
2025-02-07 14:01:35,user_054,normal,0,0.001183271915525086,0,0.4535689983548725,0
2025-01-19 13:37:16,user_075,normal,0,0.0012630790201988678,0,0.5048999328182895,0
2025-01-02 15:49:02,user_042,normal,0,0.0006239299093995543,0,0.440525033264623,0
2025-01-06 16:25:01,user_071,normal,0,0.000321188536582888,0,0.48627582860825497,0
2025-01-08 08:57:53,user_050,normal,0,0.008604570235720749,0,0.5203911036137289,0
2025-02-21 14:33:21,user_063,normal,0,0.0007448926625037191,0,0.47274149735447785,0
2025-01-15 17:41:07,user_090,normal,0,0.0010519756257691875,0,0.472314368589393,0
2025-01-22 12:09:25,user_093,data_exfiltration,1,0.9999092754029032,1,0.5697742739275219,1
2025-01-15 16:56:52,user_047,normal,0,0.0009573897061500801,0,0.4820480654431229,0
2025-02-19 17:24:55,user_028,data_exfiltration,1,0.9999371278360029,1,0.5932461278831503,1
2025-02-24 08:52:31,user_098,normal,0,0.02542390694052824,0,0.582574190596441,1
2025-01-23 18:33:56,user_058,normal,0,0.011820421161553485,0,0.4909126475471336,0
2025-02-11 10:46:03,user_001,normal,0,0.0008360689091432824,0,0.47820475114839456,0
2025-03-01 10:25:03,user_017,normal,0,0.0016710595613722498,0,0.5395531248472641,0
2025-02-03 09:16:32,user_011,normal,0,0.0006687802415367893,0,0.5167398171749649,0
2025-02-05 11:18:41,user_044,normal,0,0.0003913476006647391,0,0.45122490329577575,0
2025-02-11 10:32:22,user_055,normal,0,0.0021731153547087513,0,0.4919735814689508,0
2025-01-26 18:45:13,user_043,brute_force_login,1,0.9593409056962355,1,0.6369835512880082,1
2025-01-27 15:10:37,user_011,normal,0,0.0005760229173731826,0,0.5034527098443722,0
2025-01-02 14:27:20,user_015,normal,0,0.0008750894144293019,0,0.4844826188917772,0
2025-02-11 11:39:33,user_017,normal,0,0.00039913408623239464,0,0.48988563235503146,0
2025-02-07 08:35:55,user_099,normal,0,0.007017149599447697,0,0.5216689522518823,0
2025-02-18 15:34:02,user_032,normal,0,0.0008637378782434214,0,0.4591141494851723,0
2025-02-05 15:40:40,user_066,normal,0,0.001003582688503511,0,0.42872430657177013,0
2025-01-20 15:03:20,user_048,data_exfiltration,1,0.9999410105181151,1,0.5521989272527599,0
2025-01-10 10:41:28,user_047,normal,0,0.011527416514784426,0,0.5401345627447273,0
2025-01-19 17:10:41,user_029,normal,0,0.0019980622881862024,0,0.5461980891846436,0
2025-02-05 18:27:57,user_055,normal,0,0.000509816302628329,0,0.45180253755445093,0
2025-02-04 18:37:22,user_041,normal,0,0.040689020012505586,0,0.540967614354962,0
2025-02-03 12:54:35,user_012,normal,0,0.02995946354859349,0,0.4973306439659865,0
2025-02-13 16:41:39,user_066,normal,0,0.0025114075283356792,0,0.4753743686260489,0
2025-01-15 12:35:09,user_093,normal,0,0.001017826879767072,0,0.45952667028269073,0
2025-03-01 08:25:52,user_088,normal,0,0.004118530975384344,0,0.575257624104363,1
2025-01-13 05:59:45,user_029,unusual_night_activity,1,0.9481193132198298,1,0.5647504787163493,1
2025-01-19 08:53:03,user_066,normal,0,0.009807635476666377,0,0.5270239830230689,0
2025-01-12 16:21:56,user_077,normal,0,0.0008210622267003311,0,0.5614107288225453,1
2025-02-25 16:23:13,user_008,normal,0,0.0031731307973169227,0,0.538818473659736,0
2025-02-20 09:42:58,user_022,normal,0,0.014141471799876243,0,0.4930117907293411,0
2025-01-06 13:29:12,user_092,normal,0,0.0012632929833700244,0,0.4615275512107313,0
2025-01-27 16:14:41,user_093,brute_force_login,1,0.9995505199576294,1,0.6210050049342847,1
2025-01-14 12:52:11,user_046,normal,0,0.0005872510984782632,0,0.4390435437942276,0
2025-01-23 13:20:15,user_093,normal,0,0.0002835072270885834,0,0.5114261971645315,0
2025-03-01 11:37:16,user_022,normal,0,0.0009103037789022162,0,0.4801610121883775,0
2025-02-11 02:50:39,user_018,unusual_night_activity,1,0.966913830448044,1,0.6026167186060132,1
2025-01-19 16:58:51,user_092,normal,0,0.0008212740486690939,0,0.5203030141551026,0
2025-02-01 17:54:52,user_032,normal,0,0.018783757605153818,0,0.550110464864348,0
2025-01-03 16:32:46,user_061,normal,0,0.0005275776632962536,0,0.4819588921213227,0
2025-02-11 15:02:53,user_049,normal,0,0.0005465760771426443,0,0.43819471393599796,0
