timestamp,user_id,label,anomaly_type,bytes_sent,bytes_received,hour,is_weekend,user_id_encoded,source_ip_encoded,destination_ip_encoded,event_type_encoded,login_status_encoded,protocol_encoded,split
2025-01-01 08:40:26,user_047,0,normal,-0.14943497,-1.5442572,-1.434952,0.0,46,14,382,2,1,1,train
2025-01-01 08:42:25,user_008,0,normal,-0.16365176,-0.8914935,-1.434952,0.0,7,9,1510,4,1,1,train
2025-01-01 08:42:50,user_017,0,normal,-0.10397568,0.9697054,-1.434952,0.0,16,29,1769,1,1,1,train
2025-01-01 08:44:58,user_021,0,normal,-0.11738038,0.71185863,-1.434952,0.0,20,104,1746,1,1,1,train
2025-01-01 08:46:33,user_034,0,normal,-0.07813234,0.49430948,-1.434952,0.0,33,50,1078,0,1,0,train
2025-01-01 08:47:31,user_002,0,normal,-0.1195057,0.20727415,-1.434952,0.0,1,139,1575,4,1,1,train
2025-01-01 08:49:19,user_071,0,normal,-0.17080751,-0.89571935,-1.434952,0.0,70,21,1385,4,1,1,train
2025-01-01 08:56:18,user_056,0,normal,-0.124112755,-0.15749569,-1.434952,0.0,55,71,1713,1,1,1,train
2025-01-01 08:57:07,user_007,1,brute_force_login,-0.16740745,-1.5723857,-1.434952,0.0,6,197,189,3,0,5,train
2025-01-01 08:58:02,user_060,0,normal,-0.023840765,1.438131,-1.434952,0.0,59,109,177,3,2,5,train
2025-01-01 09:00:31,user_041,0,normal,-0.12531513,0.1877425,-1.1416914,0.0,40,190,430,2,1,4,train
2025-01-01 09:01:33,user_073,0,normal,-0.13240159,-0.033785578,-1.1416914,0.0,72,149,1586,4,1,1,train
2025-01-01 09:01:56,user_024,0,normal,-0.13771375,-0.8235321,-1.1416914,0.0,23,133,693,2,1,4,train
2025-01-01 09:06:25,user_085,0,normal,-0.1304079,0.11555528,-1.1416914,0.0,84,83,1042,0,1,0,train
2025-01-01 09:06:41,user_009,0,normal,-0.09089659,-0.49686712,-1.1416914,0.0,8,151,420,2,1,1,train
2025-01-01 09:09:55,user_055,0,normal,-0.018077528,0.14041638,-1.1416914,0.0,54,94,381,2,1,1,train
2025-01-01 09:11:23,user_068,1,brute_force_login,-0.1461419,-1.6246927,-1.1416914,0.0,67,25,49,3,0,2,train
2025-01-01 09:12:48,user_098,1,unusual_ip_change,-0.15049185,-0.1622588,-1.1416914,0.0,97,206,199,3,2,5,train
2025-01-01 09:15:14,user_026,0,normal,-0.06464912,-0.060984667,-1.1416914,0.0,25,106,74,3,2,1,train
2025-01-01 09:15:52,user_079,0,normal,-0.12499567,-0.009214913,-1.1416914,0.0,78,26,94,3,2,1,train
2025-01-01 09:16:17,user_069,0,normal,-0.12793463,-0.8621017,-1.1416914,0.0,68,177,181,3,2,5,train
2025-01-01 09:18:17,user_055,0,normal,-0.16477562,-0.31855553,-1.1416914,0.0,54,94,737,3,2,1,train
2025-01-01 09:19:21,user_040,0,normal,-0.13732424,-0.8546375,-1.1416914,0.0,39,40,1668,1,1,1,train
2025-01-01 09:25:19,user_010,0,normal,-0.12056952,-1.2870929,-1.1416914,0.0,9,27,1864,1,1,1,train
2025-01-01 09:25:29,user_052,0,normal,-0.14979753,-0.36788565,-1.1416914,0.0,51,110,328,2,1,4,train
2025-01-01 09:25:33,user_030,0,normal,-0.148833,1.4892617,-1.1416914,0.0,29,193,1433,4,1,1,train
2025-01-01 09:26:23,user_027,0,normal,-0.040950347,0.0055971914,-1.1416914,0.0,26,123,1170,0,1,0,train
2025-01-01 09:30:23,user_080,0,normal,-0.11149938,-1.1827257,-1.1416914,0.0,79,105,1631,4,1,1,train
2025-01-01 09:34:01,user_075,0,normal,-0.13777533,-0.2653917,-1.1416914,0.0,74,36,1030,0,1,0,train
2025-01-01 09:37:17,user_099,0,normal,-0.19239944,-0.2639686,-1.1416914,0.0,98,152,1043,0,1,0,train
2025-01-01 09:37:23,user_097,0,normal,-0.14244165,-0.31231123,-1.1416914,0.0,96,141,1189,4,1,1,train
2025-01-01 09:38:29,user_024,0,normal,-0.14620118,-0.96263516,-1.1416914,0.0,23,133,1567,4,1,1,train
2025-01-01 09:40:14,user_065,0,normal,-0.090433195,-1.14343,-1.1416914,0.0,64,122,1670,1,1,1,train
2025-01-01 09:42:39,user_081,0,normal,-0.100611806,-0.3361558,-1.1416914,0.0,80,47,217,3,2,1,train
2025-01-01 09:43:14,user_062,0,normal,-0.14481714,-1.0235827,-1.1416914,0.0,61,128,1703,1,1,1,train
2025-01-01 09:43:18,user_049,0,normal,-0.17645451,0.08993905,-1.1416914,0.0,48,159,311,2,1,1,train
2025-01-01 09:44:17,user_064,1,unusual_ip_change,-0.12126693,1.5151393,-1.1416914,0.0,63,263,29,3,2,1,train
2025-01-01 09:44:53,user_061,0,normal,-0.1400215,-0.5759231,-1.1416914,0.0,60,138,1319,4,1,1,train
2025-01-01 09:47:21,user_097,0,normal,-0.11620726,0.06545552,-1.1416914,0.0,96,141,796,3,2,1,train
2025-01-01 09:47:41,user_069,0,normal,-0.12014307,2.0565073,-1.1416914,0.0,68,177,1426,4,1,1,train
2025-01-01 09:51:15,user_078,0,normal,-0.069377795,0.9128095,-1.1416914,0.0,77,0,607,2,1,4,train
2025-01-01 09:51:46,user_009,0,normal,-0.118054695,-1.0795927,-1.1416914,0.0,8,151,1113,0,1,0,train
2025-01-01 09:53:26,user_092,0,normal,-0.13155484,0.19680403,-1.1416914,0.0,91,12,975,0,1,0,train
2025-01-01 09:54:51,user_061,0,normal,-0.15000844,1.4162033,-1.1416914,0.0,60,138,283,2,1,4,train
2025-01-01 09:55:58,user_059,1,data_exfiltration,3.228089,-0.2207666,-1.1416914,0.0,58,163,2050,2,1,3,train
2025-01-01 09:56:36,user_048,0,normal,-0.15381186,-0.4802979,-1.1416914,0.0,47,65,1775,1,1,1,train
2025-01-01 09:57:29,user_037,0,normal,-0.15362865,1.4922677,-1.1416914,0.0,36,3,1062,0,1,0,train
2025-01-01 09:59:56,user_076,0,normal,-0.13920248,-0.23200639,-1.1416914,0.0,75,135,842,3,2,1,train
2025-01-01 10:00:21,user_086,0,normal,-0.16859366,-0.49540043,-0.8484308,0.0,85,22,1562,4,1,1,train
2025-01-01 10:03:29,user_059,0,normal,-0.12722415,0.12272899,-0.8484308,0.0,58,37,15,3,2,1,train
2025-01-01 10:04:15,user_067,0,normal,-0.14594485,-0.45587245,-0.8484308,0.0,66,155,1481,4,1,1,train
2025-01-01 10:09:16,user_080,0,normal,-0.14046411,-0.34302455,-0.8484308,0.0,79,105,128,3,2,5,train
2025-01-01 10:09:28,user_013,0,normal,-0.12985213,0.7215301,-0.8484308,0.0,12,51,975,0,1,0,train
2025-01-01 10:09:41,user_078,0,normal,-0.15580478,0.08221352,-0.8484308,0.0,77,0,1103,0,1,0,train
2025-01-01 10:12:21,user_027,0,normal,-0.08772285,1.6824435,-0.8484308,0.0,26,123,225,3,2,5,train
2025-01-01 10:16:29,user_023,0,normal,0.043673076,-0.9286109,-0.8484308,0.0,22,56,627,2,1,4,train
2025-01-01 10:19:58,user_013,0,normal,-0.15992919,-0.16829981,-0.8484308,0.0,12,51,1854,1,1,1,train
2025-01-01 10:20:16,user_059,0,normal,-0.09676298,-0.4512691,-0.8484308,0.0,58,163,1379,4,1,1,train
2025-01-01 10:21:58,user_041,0,normal,-0.16855825,0.347902,-0.8484308,0.0,40,61,704,2,1,1,train
2025-01-01 10:23:54,user_053,0,normal,-0.12803009,-0.5089056,-0.8484308,0.0,52,107,948,0,1,0,train
2025-01-01 10:24:11,user_082,0,normal,-0.103445314,0.6576928,-0.8484308,0.0,81,85,1808,1,1,1,train
2025-01-01 10:24:42,user_053,0,normal,-0.13463545,-0.27124393,-0.8484308,0.0,52,107,1498,4,1,1,train
2025-01-01 10:26:34,user_061,0,normal,-0.07489932,1.3396595,-0.8484308,0.0,60,73,1483,4,1,1,train
2025-01-01 10:27:22,user_099,0,normal,-0.13868673,0.22815631,-0.8484308,0.0,98,2,1076,0,1,0,train
2025-01-01 10:28:01,user_038,0,normal,-0.14916785,-1.207427,-0.8484308,0.0,37,11,768,3,2,5,train
2025-01-01 10:28:08,user_039,0,normal,-0.07839175,0.38641348,-0.8484308,0.0,38,113,538,2,1,4,train
2025-01-01 10:28:33,user_024,0,normal,-0.06993818,-0.7663167,-0.8484308,0.0,23,10,979,0,1,0,train
2025-01-01 10:28:53,user_061,0,normal,0.015253326,-0.15125138,-0.8484308,0.0,60,138,76,3,2,1,train
2025-01-01 10:30:42,user_041,0,normal,-0.09711784,-1.4263121,-0.8484308,0.0,40,61,1148,0,1,0,train
2025-01-01 10:31:52,user_076,0,normal,-0.11873748,0.7514737,-0.8484308,0.0,75,135,1678,1,1,1,train
2025-01-01 10:32:31,user_016,0,normal,-0.13355163,0.51786363,-0.8484308,0.0,15,1,1703,1,1,1,train
2025-01-01 10:32:38,user_011,0,normal,-0.10794998,-0.28819072,-0.8484308,0.0,10,143,1340,4,1,1,train
2025-01-01 10:33:02,user_042,0,normal,-0.14575933,0.043687534,-0.8484308,0.0,41,111,809,3,2,1,train
2025-01-01 10:33:09,user_077,0,normal,-0.09017532,0.018303653,-0.8484308,0.0,76,181,194,3,2,5,train
2025-01-01 10:36:51,user_054,0,normal,-0.018621754,-0.06258205,-0.8484308,0.0,53,43,1063,0,1,0,train
2025-01-01 10:41:28,user_044,0,normal,-0.100427836,0.19957766,-0.8484308,0.0,43,129,485,2,1,1,train
2025-01-01 10:41:45,user_079,0,normal,-0.09084271,0.77353215,-0.8484308,0.0,78,26,594,2,1,4,train
2025-01-01 10:42:23,user_043,0,normal,-0.16048111,0.6259339,-0.8484308,0.0,42,102,1458,4,1,1,train
2025-01-01 10:45:01,user_092,0,normal,-0.1641829,-0.53092045,-0.8484308,0.0,91,12,1763,1,1,1,train
2025-01-01 10:46:02,user_056,0,normal,-0.14688396,0.10255838,-0.8484308,0.0,55,71,995,0,1,0,train
2025-01-01 10:47:16,user_068,0,normal,-0.14687781,-0.55854064,-0.8484308,0.0,67,25,72,3,2,5,train
2025-01-01 10:48:35,user_021,0,normal,-0.13430369,-0.5896897,-0.8484308,0.0,20,104,190,3,0,1,train
2025-01-01 10:49:17,user_060,0,normal,-0.0851272,-0.148318,-0.8484308,0.0,59,109,1309,4,1,1,train
2025-01-01 10:50:09,user_005,0,normal,-0.06329972,1.1087505,-0.8484308,0.0,4,23,820,3,2,1,train
2025-01-01 10:50:47,user_012,0,normal,-0.15279192,-0.30214605,-0.8484308,0.0,11,67,1441,4,1,1,train
2025-01-01 10:51:23,user_030,0,normal,-0.16849744,0.10668254,-0.8484308,0.0,29,193,418,2,1,4,train
2025-01-01 10:52:10,user_002,0,normal,-0.17642988,-1.2424678,-0.8484308,0.0,1,139,1603,4,1,1,train
2025-01-01 10:58:11,user_005,0,normal,-0.12619266,-0.44091514,-0.8484308,0.0,4,167,1704,1,1,1,train
2025-01-01 10:59:31,user_068,0,normal,-0.0795133,1.6997243,-0.8484308,0.0,67,25,332,2,1,1,train
2025-01-01 11:00:07,user_053,0,normal,-0.1623832,-0.96649796,-0.55517024,0.0,52,107,143,3,2,1,train
2025-01-01 11:03:09,user_041,0,normal,-0.11640278,0.9255305,-0.55517024,0.0,40,190,1622,4,1,1,train
2025-01-01 11:03:34,user_099,0,normal,-0.15490185,0.3250594,-0.55517024,0.0,98,152,523,2,1,4,train
2025-01-01 11:04:36,user_079,0,normal,-0.12375635,0.32546604,-0.55517024,0.0,78,26,1772,1,1,1,train
2025-01-01 11:09:58,user_066,0,normal,-0.13687547,-0.40742818,-0.55517024,0.0,65,34,661,2,1,4,train
2025-01-01 11:10:55,user_074,0,normal,-0.08375086,0.5276948,-0.55517024,0.0,73,137,597,2,1,4,train
2025-01-01 11:10:57,user_085,0,normal,-0.1456939,-0.92588085,-0.55517024,0.0,84,164,893,3,2,5,train
2025-01-01 11:11:09,user_021,0,normal,-0.15545607,-0.6505209,-0.55517024,0.0,20,68,78,3,2,5,train
2025-01-01 11:11:50,user_057,0,normal,-0.12567154,-0.45629358,-0.55517024,0.0,56,84,971,0,1,0,train
2025-01-01 11:12:42,user_029,0,normal,-0.12725802,-0.8806023,-0.55517024,0.0,28,92,1011,0,1,0,train
2025-01-01 11:13:23,user_026,1,unusual_ip_change,-0.076859914,0.025201445,-0.55517024,0.0,25,231,28,3,2,5,train
2025-01-01 11:13:46,user_051,0,normal,-0.1733539,-0.44352904,-0.55517024,0.0,50,100,1373,4,1,1,train
2025-01-01 11:15:54,user_032,0,normal,-0.043586023,-1.0371169,-0.55517024,0.0,31,127,101,3,2,1,train
2025-01-01 11:19:40,user_099,0,normal,-0.14877835,-1.158518,-0.55517024,0.0,98,152,82,3,2,5,train
2025-01-01 11:20:06,user_079,1,data_exfiltration,9.1164,0.11401598,-0.55517024,0.0,78,144,1983,2,1,1,train
2025-01-01 11:21:19,user_004,0,normal,-0.15840428,-0.74248666,-0.55517024,0.0,3,157,1361,4,1,1,train
2025-01-01 11:21:26,user_073,0,normal,-0.10580773,-0.25797114,-0.55517024,0.0,72,149,825,3,2,1,train
2025-01-01 11:21:30,user_085,0,normal,-0.0023650716,0.99475527,-0.55517024,0.0,84,164,980,0,1,0,train
2025-01-01 11:24:59,user_023,0,normal,-0.13338228,1.6701581,-0.55517024,0.0,22,130,927,3,2,1,train
2025-01-01 11:25:35,user_050,0,normal,-0.114931755,-0.0779605,-0.55517024,0.0,49,136,1241,4,1,1,train
2025-01-01 11:26:25,user_061,0,normal,-0.14446227,-0.761815,-0.55517024,0.0,60,73,1772,1,1,1,train
2025-01-01 11:27:09,user_094,0,normal,-0.11177341,0.62462693,-0.55517024,0.0,93,148,280,2,1,1,train
2025-01-01 11:29:25,user_053,0,normal,-0.121055245,-0.57788354,-0.55517024,0.0,52,107,1523,4,1,1,train
2025-01-01 11:30:13,user_097,0,normal,-0.16737436,-0.603006,-0.55517024,0.0,96,6,1515,4,1,1,train
2025-01-01 11:30:34,user_015,0,normal,-0.15855746,1.0429817,-0.55517024,0.0,14,4,1536,4,1,1,train
2025-01-01 11:30:37,user_055,0,normal,-0.1275082,-1.0864905,-0.55517024,0.0,54,94,330,2,1,1,train
2025-01-01 11:31:41,user_040,0,normal,-0.12734577,0.9976306,-0.55517024,0.0,39,40,1501,4,1,1,train
2025-01-01 11:31:42,user_037,1,brute_force_login,-0.17453317,-1.4618757,-0.55517024,0.0,36,3,220,3,0,1,train
2025-01-01 11:31:51,user_098,0,normal,-0.1504172,-0.0071818787,-0.55517024,0.0,97,195,1806,1,1,1,train
2025-01-01 11:32:00,user_030,0,normal,-0.07374852,0.18187575,-0.55517024,0.0,29,193,123,3,2,5,train
2025-01-01 11:32:13,user_087,0,normal,-0.07493781,-0.4651518,-0.55517024,0.0,86,62,1357,4,1,1,train
2025-01-01 11:32:54,user_062,0,normal,-0.15387036,-0.20583834,-0.55517024,0.0,61,69,1726,1,1,1,train
2025-01-01 11:38:46,user_028,0,normal,-0.14899081,0.45489767,-0.55517024,0.0,27,189,382,2,1,1,train
2025-01-01 11:42:45,user_026,0,normal,-0.12749973,-0.46375772,-0.55517024,0.0,25,59,964,0,1,0,train
2025-01-01 11:45:33,user_044,0,normal,-0.06150617,-1.3014548,-0.55517024,0.0,43,41,1558,4,1,1,train
2025-01-01 11:45:41,user_081,1,data_exfiltration,2.377478,0.1627507,-0.55517024,0.0,80,47,2003,2,1,3,train
2025-01-01 11:48:01,user_072,0,normal,-0.13393342,0.1372797,-0.55517024,0.0,71,45,1216,4,1,1,train
2025-01-01 11:49:58,user_079,0,normal,-0.13925636,0.60962605,-0.55517024,0.0,78,26,1686,1,1,1,train
2025-01-01 11:51:41,user_045,0,normal,-0.14085516,-0.27727044,-0.55517024,0.0,44,7,375,2,1,1,train
2025-01-01 11:52:09,user_090,0,normal,-0.111363895,-0.4445891,-0.55517024,0.0,89,17,1282,4,1,1,train
2025-01-01 11:54:04,user_078,0,normal,-0.039177578,-0.61690325,-0.55517024,0.0,77,146,1700,1,1,1,train
2025-01-01 11:54:40,user_010,1,brute_force_login,-0.1741406,-1.6036508,-0.55517024,0.0,9,150,41,3,0,5,train
2025-01-01 11:57:55,user_094,0,normal,-0.070400044,0.18216619,-0.55517024,0.0,93,148,283,2,1,4,train
2025-01-01 12:01:17,user_042,0,normal,-0.014728279,-1.1055865,-0.26190963,0.0,41,111,605,2,1,1,train
2025-01-01 12:01:39,user_012,0,normal,0.015418826,-0.96677387,-0.26190963,0.0,11,67,1750,1,1,1,train
2025-01-01 12:03:28,user_042,0,normal,-0.15239395,-1.2736748,-0.26190963,0.0,41,88,161,3,2,1,train
2025-01-01 12:03:56,user_025,0,normal,-0.14846121,0.44264138,-0.26190963,0.0,24,124,1792,1,1,1,train
2025-01-01 12:08:07,user_095,0,normal,-0.116696835,-0.50414246,-0.26190963,0.0,94,24,607,2,1,4,train
2025-01-01 12:08:26,user_099,0,normal,-0.027380917,1.1612753,-0.26190963,0.0,98,152,977,0,1,0,train
2025-01-01 12:09:13,user_077,0,normal,-0.1276937,-0.09332443,-0.26190963,0.0,76,42,1443,4,1,1,train
2025-01-01 12:12:06,user_093,0,normal,-0.1497421,-0.8547537,-0.26190963,0.0,92,191,596,2,1,1,train
2025-01-01 12:12:26,user_095,0,normal,-0.1367323,3.2392974,-0.26190963,0.0,94,140,879,3,2,1,train
2025-01-01 12:12:27,user_057,0,normal,-0.14940417,0.2045586,-0.26190963,0.0,56,188,1169,0,1,0,train
2025-01-01 12:12:55,user_018,0,normal,-0.09179722,-1.4157113,-0.26190963,0.0,17,184,979,0,1,0,train
2025-01-01 12:14:29,user_038,0,normal,-0.14475633,0.26918003,-0.26190963,0.0,37,161,1010,0,1,0,train
2025-01-01 12:16:05,user_020,0,normal,-0.1680887,0.6919494,-0.26190963,0.0,19,187,1430,4,1,1,train
2025-01-01 12:16:14,user_014,0,normal,-0.14750594,-0.8225301,-0.26190963,0.0,13,170,887,3,0,5,train
2025-01-01 12:18:26,user_033,0,normal,-0.15157646,-1.2615492,-0.26190963,0.0,32,103,1593,4,1,1,train
2025-01-01 12:19:45,user_036,0,normal,-0.17693177,-1.1975667,-0.26190963,0.0,35,81,110,3,2,1,train
2025-01-01 12:20:04,user_098,0,normal,-0.12879524,-0.9156866,-0.26190963,0.0,97,99,681,2,1,1,train
2025-01-01 12:20:09,user_036,0,normal,-0.09336677,-0.47396645,-0.26190963,0.0,35,81,737,3,2,5,train
2025-01-01 12:21:00,user_076,0,normal,-0.14316908,0.03498905,-0.26190963,0.0,75,135,983,0,1,0,train
2025-01-01 12:21:03,user_036,1,unusual_ip_change,-0.13814867,-0.28800195,-0.26190963,0.0,35,236,201,3,2,5,train
2025-01-01 12:21:49,user_040,0,normal,-0.14711182,-0.56644046,-0.26190963,0.0,39,147,1405,4,1,1,train
2025-01-01 12:22:34,user_025,0,normal,-0.11918933,0.96947306,-0.26190963,0.0,24,64,91,3,2,5,train
2025-01-01 12:23:44,user_054,0,normal,-0.08162939,-0.21739759,-0.26190963,0.0,53,101,613,2,1,1,train
2025-01-01 12:24:25,user_060,0,normal,0.00033295716,-0.89573383,-0.26190963,0.0,59,109,626,2,1,4,train
2025-01-01 12:24:36,user_051,0,normal,-0.07589925,0.21306829,-0.26190963,0.0,50,100,1021,0,1,0,train
2025-01-01 12:24:53,user_035,0,normal,-0.09339679,-1.4095687,-0.26190963,0.0,34,162,870,3,2,5,train
2025-01-01 12:26:58,user_018,1,brute_force_login,-0.1429243,-1.9336412,-0.26190963,0.0,17,5,207,3,0,2,train
2025-01-01 12:27:29,user_021,0,normal,-0.08362847,-0.7928188,-0.26190963,0.0,20,104,1770,1,1,1,train
2025-01-01 12:29:13,user_098,0,normal,-0.1396828,0.27969372,-0.26190963,0.0,97,99,1790,1,1,1,train
2025-01-01 12:29:30,user_094,0,normal,-0.1496351,0.29698902,-0.26190963,0.0,93,28,1322,4,1,1,train
2025-01-01 12:30:08,user_032,0,normal,0.11515429,1.4541919,-0.26190963,0.0,31,57,370,2,1,4,train
2025-01-01 12:30:52,user_099,0,normal,-0.08913614,0.7678251,-0.26190963,0.0,98,152,1643,4,1,1,train
2025-01-01 12:31:04,user_099,0,normal,-0.11926246,-0.648546,-0.26190963,0.0,98,2,983,0,1,0,train
2025-01-01 12:36:12,user_072,0,normal,-0.038626425,-0.08323187,-0.26190963,0.0,71,45,114,3,2,5,train
2025-01-01 12:37:09,user_007,0,normal,-0.10598015,-0.6834851,-0.26190963,0.0,6,52,718,3,2,5,train
2025-01-01 12:37:24,user_051,0,normal,-0.037116915,-0.3340066,-0.26190963,0.0,50,39,1067,0,1,0,train
2025-01-01 12:37:28,user_088,0,normal,-0.13427982,-0.37591612,-0.26190963,0.0,87,168,823,3,0,5,train
2025-01-01 12:37:43,user_094,0,normal,-0.14880915,-0.6912397,-0.26190963,0.0,93,28,898,3,2,5,train
2025-01-01 12:39:39,user_065,0,normal,-0.113310635,-0.2925327,-0.26190963,0.0,64,122,1864,1,1,1,train
2025-01-01 12:41:17,user_043,0,normal,-0.06899753,-1.202054,-0.26190963,0.0,42,33,1272,4,1,1,train
2025-01-01 12:41:18,user_014,0,normal,-0.15815179,-0.28117675,-0.26190963,0.0,13,77,785,3,2,1,train
2025-01-01 12:41:32,user_001,1,data_exfiltration,4.734371,0.61836815,-0.26190963,0.0,0,142,1980,2,1,3,train
2025-01-01 12:42:17,user_073,0,normal,-0.07001824,-0.2854897,-0.26190963,0.0,72,31,1147,0,1,0,train
2025-01-01 12:44:18,user_043,0,normal,-0.09535661,-0.49210402,-0.26190963,0.0,42,102,1013,0,1,0,train
2025-01-01 12:46:31,user_065,0,normal,-0.13693166,-0.34803453,-0.26190963,0.0,64,122,1309,4,1,1,train
2025-01-01 12:47:49,user_031,0,normal,-0.14757752,-0.5510911,-0.26190963,0.0,30,198,482,2,1,4,train
2025-01-01 12:48:06,user_041,0,normal,-0.10061566,1.5475518,-0.26190963,0.0,40,61,1185,4,1,1,train
2025-01-01 12:48:17,user_055,0,normal,-0.1126648,0.5946397,-0.26190963,0.0,54,145,1044,0,1,0,train
2025-01-01 12:48:23,user_079,0,normal,-0.083758555,-0.95122117,-0.26190963,0.0,78,144,1163,0,1,0,train
2025-01-01 12:48:25,user_087,0,normal,-0.12250625,-0.204938,-0.26190963,0.0,86,175,1471,4,1,1,train
2025-01-01 12:48:36,user_043,0,normal,-0.15703641,-0.14961043,-0.26190963,0.0,42,102,404,2,1,4,train
2025-01-01 12:49:14,user_081,0,normal,-0.11589088,-0.43359622,-0.26190963,0.0,80,154,84,3,2,5,train
2025-01-01 12:53:41,user_008,0,normal,-0.118548885,0.13844143,-0.26190963,0.0,7,121,696,2,1,1,train
2025-01-01 12:56:53,user_080,0,normal,-0.15286273,-0.623467,-0.26190963,0.0,79,44,974,0,1,0,train
2025-01-01 12:58:47,user_020,0,normal,-0.11282029,4.797879,-0.26190963,0.0,19,187,924,3,2,1,train
2025-01-01 12:59:17,user_096,0,normal,-0.11850732,-0.3809842,-0.26190963,0.0,95,185,876,3,2,5,train
2025-01-01 13:00:16,user_001,0,normal,-0.16509508,-0.6286368,0.031350955,0.0,0,48,1861,1,1,1,train
2025-01-01 13:04:20,user_029,0,normal,-0.11744966,1.9922779,0.031350955,0.0,28,171,977,0,1,0,train
2025-01-01 13:04:54,user_019,0,normal,-0.13840191,4.8581443,0.031350955,0.0,18,166,1698,1,1,1,train
2025-01-01 13:07:30,user_019,0,normal,-0.002117207,-0.3825961,0.031350955,0.0,18,166,1123,0,1,0,train
2025-01-01 13:11:49,user_013,0,normal,0.012311281,-0.21350577,0.031350955,0.0,12,51,539,2,1,1,train
2025-01-01 13:12:26,user_028,0,normal,-0.14004844,-0.8474929,0.031350955,0.0,27,189,279,2,1,1,train
2025-01-01 13:16:16,user_026,0,normal,-0.12806474,-0.65403515,0.031350955,0.0,25,59,550,2,1,1,train
2025-01-01 13:16:35,user_036,0,normal,-0.147031,-0.04858316,0.031350955,0.0,35,134,1430,4,1,1,train
2025-01-01 13:17:16,user_030,0,normal,-0.15893002,1.0307981,0.031350955,0.0,29,32,1568,4,1,1,train
